Wall time,Step,Value
1774115843.7109292,210,2.378983497619629
1774115866.3237786,421,2.0759952068328857
1774115888.711356,632,1.608705759048462
1774115911.56415,843,1.5801044702529907
1774115934.145592,1054,1.457503318786621
1774115956.6453407,1265,1.3653970956802368
1774115978.9874923,1476,1.4073177576065063
1774116002.229059,1687,1.2949333190917969
1774116024.8073165,1898,1.499505877494812
1774116048.0319138,2109,1.2715102434158325
1774116070.4802291,2320,1.161152720451355
1774116093.1461613,2531,1.203864336013794
1774116115.9164755,2742,1.2326503992080688
1774116138.2829013,2953,1.0745586156845093
1774116160.8597653,3164,0.9962451457977295
1774116183.835856,3375,1.057541012763977
1774116206.4767542,3586,0.9693734049797058
1774116229.496156,3797,0.9976612329483032
1774116251.837532,4008,0.9576804041862488
1774116274.1564178,4219,0.96683669090271
1774116296.6082516,4430,1.1373651027679443
1774116318.9617782,4641,1.0072712898254395
1774116341.9245524,4852,1.0613157749176025
1774116364.0708375,5063,0.9042490124702454
1774116386.8052309,5274,0.9062279462814331
1774116409.3194077,5485,0.8692176342010498
1774116431.528665,5696,0.8999382257461548
1774116454.7192485,5907,0.9739471077919006
1774116477.3673012,6118,0.8166511654853821
1774116501.3310466,6329,0.8588582873344421
1774116523.805368,6540,0.8650977611541748
1774116546.2977185,6751,0.7617648243904114
1774116570.1855602,6962,0.7332326769828796
1774116592.4045255,7173,0.7428317666053772
1774116614.9969492,7384,0.8053527474403381
1774116637.3048897,7595,0.7515345215797424
1774116660.5461392,7806,0.7634932398796082
1774116682.6940992,8017,0.7263308763504028
1774116706.250744,8228,0.7491499781608582
1774116728.7005317,8439,0.7003287672996521
1774116750.7409346,8650,0.7177250385284424
1774116774.556561,8861,0.7872360944747925
1774116801.5824425,9072,0.7416815161705017
1774116828.8625429,9283,0.6870944499969482
1774116855.962791,9494,0.7047759890556335
1774116883.1826303,9705,0.7147327661514282
1774116910.4815104,9916,0.6927891969680786
1774116937.2573957,10127,0.6840460896492004
1774116965.0013494,10338,0.6948312520980835
1774116992.3612647,10549,0.6899060606956482
1774117019.0373635,10760,0.6861467361450195
1774117046.3368263,10971,0.6875522136688232
1774117073.6438625,11182,0.6910697221755981
1774117100.7524893,11393,0.6540654301643372
1774117128.5831847,11604,0.6439065933227539
1774117156.3702228,11815,0.708575427532196
1774117180.3519552,12026,0.5986500978469849
1774117202.9174902,12237,0.6311734914779663
1774117226.51766,12448,0.6773456931114197
1774117248.9656467,12659,0.6310552954673767
1774117271.3275332,12870,0.6102123260498047
1774117293.904073,13081,0.6408008933067322
1774117317.525163,13292,0.6397693157196045
1774117342.361717,13503,0.6331892013549805
1774117369.2467668,13714,0.6557358503341675
1774117395.975721,13925,0.574658989906311
1774117422.5285885,14136,0.6128200888633728
1774117449.5114393,14347,0.6280674934387207
1774117476.368989,14558,0.6015799641609192
1774117502.4525104,14769,0.5712325572967529
1774117529.7706184,14980,0.5412416458129883
1774117556.9946487,15191,0.5527938604354858
1774117583.7858372,15402,0.6095230579376221
1774117610.424829,15613,0.6125102639198303
1774117637.156897,15824,0.5754891633987427
1774117664.0673063,16035,0.5673454403877258
1774117689.9484184,16246,0.6010079383850098
1774117716.82303,16457,0.5636205077171326
1774117743.7415428,16668,0.582511305809021
1774117769.889954,16879,0.5423059463500977
1774117796.7073333,17090,0.5662344694137573
