Wall time,Step,Value
1774130051.2580373,210,0.08399999886751175
1774130134.6948652,421,0.07199999690055847
1774130218.1442363,632,0.08399999886751175
1774130302.0555387,843,0.1120000034570694
1774130385.5411336,1054,0.1340000033378601
1774130469.0119908,1265,0.2240000069141388
1774130552.4773853,1476,0.3019999861717224
1774130636.322236,1687,0.39399999380111694
1774130719.681036,1898,0.47200000286102295
1774130803.0096335,2109,0.5080000162124634
1774130886.3504317,2320,0.527999997138977
1774130970.1445537,2531,0.5640000104904175
1774131053.5327568,2742,0.5879999995231628
1774131136.844298,2953,0.6019999980926514
1774131220.3663754,3164,0.6159999966621399
1774131304.1957624,3375,0.6200000047683716
1774131387.4107673,3586,0.6380000114440918
1774131470.8198228,3797,0.6420000195503235
1774131554.2388802,4008,0.6679999828338623
1774131638.030614,4219,0.6779999732971191
1774131721.375217,4430,0.6859999895095825
1774131804.916919,4641,0.6940000057220459
1774131888.3110654,4852,0.7099999785423279
1774131971.9043965,5063,0.722000002861023
1774132055.2854087,5274,0.7179999947547913
1774132138.6853774,5485,0.7200000286102295
1774132222.0508292,5696,0.7279999852180481
1774132305.8762844,5907,0.7300000190734863
1774132389.351205,6118,0.7440000176429749
1774132472.842956,6329,0.7540000081062317
1774132556.1502938,6540,0.7620000243186951
1774132639.910413,6751,0.7680000066757202
1774132723.2166247,6962,0.7760000228881836
1774132806.5747316,7173,0.7799999713897705
1774132889.997149,7384,0.7820000052452087
1774132973.7818005,7595,0.7940000295639038
1774133057.1469374,7806,0.7940000295639038
1774133140.6413097,8017,0.8059999942779541
1774133224.048684,8228,0.7940000295639038
1774133307.8220882,8439,0.8159999847412109
1774133391.25336,8650,0.8059999942779541
1774133474.7992406,8861,0.8140000104904175
1774133558.1718154,9072,0.8119999766349792
1774133641.9434617,9283,0.8259999752044678
1774133725.3849752,9494,0.8140000104904175
1774133808.751986,9705,0.8259999752044678
1774133892.1886158,9916,0.8220000267028809
1774133975.8564467,10127,0.8259999752044678
1774134059.218949,10338,0.8240000009536743
1774134142.640832,10549,0.828000009059906
1774134226.1389174,10760,0.8299999833106995
1774134309.8926313,10971,0.8299999833106995
1774134392.9067912,11182,0.8360000252723694
1774134476.4378657,11393,0.8479999899864197
1774134560.039684,11604,0.843999981880188
1774134643.0316434,11815,0.843999981880188
1774134726.8280654,12026,0.8479999899864197
1774134810.2416847,12237,0.8519999980926514
1774134893.2397099,12448,0.8500000238418579
1774134976.6125965,12659,0.8460000157356262
1774135059.9344697,12870,0.8460000157356262
1774135142.9740918,13081,0.8460000157356262
1774135226.5201058,13292,0.843999981880188
1774135310.0673373,13503,0.8519999980926514
1774135393.8047123,13714,0.8479999899864197
1774135476.998636,13925,0.8420000076293945
1774135560.5180533,14136,0.8579999804496765
1774135643.8658142,14347,0.8539999723434448
1774135727.5318813,14558,0.8640000224113464
1774135811.0449746,14769,0.8619999885559082
1774135894.4213462,14980,0.8640000224113464
1774135977.59673,15191,0.8619999885559082
1774136061.374997,15402,0.8679999709129333
1774136144.6587973,15613,0.8700000047683716
1774136227.809647,15824,0.8600000143051147
1774136310.971737,16035,0.8579999804496765
1774136394.461577,16246,0.8679999709129333
1774136477.959339,16457,0.8640000224113464
1774136560.977788,16668,0.8679999709129333
1774136644.4242358,16879,0.871999979019165
1774136727.896974,17090,0.8759999871253967
1774136811.748387,17301,0.8740000128746033
1774136894.732424,17512,0.871999979019165
1774136977.8387802,17723,0.871999979019165
1774137061.2409916,17934,0.8820000290870667
1774137145.021255,18145,0.8799999952316284
1774137228.4918327,18356,0.878000020980835
1774137312.0045228,18567,0.8799999952316284
1774137395.1777327,18778,0.8740000128746033
1774137478.5178757,18989,0.8759999871253967
1774137561.9721951,19200,0.8759999871253967
1774137645.311139,19411,0.8799999952316284
1774137728.6812558,19622,0.871999979019165
1774137812.4624434,19833,0.8840000033378601
1774137895.965429,20044,0.8920000195503235
1774137979.2762766,20255,0.8920000195503235
1774138062.5837026,20466,0.8939999938011169
1774138145.9510672,20677,0.8999999761581421
1774138229.0996723,20888,0.906000018119812
1774138312.0481675,21099,0.8999999761581421
1774138395.0338817,21310,0.8880000114440918
1774138478.5457103,21521,0.8920000195503235
1774138562.0423262,21732,0.8920000195503235
1774138645.0538902,21943,0.9039999842643738
1774138728.587267,22154,0.8960000276565552
1774138811.6797519,22365,0.8999999761581421
1774138895.5472667,22576,0.9079999923706055
1774138978.9870272,22787,0.9020000100135803
1774139062.5120504,22998,0.9039999842643738
1774139145.9592156,23209,0.9039999842643738
1774139229.2964787,23420,0.8920000195503235
1774139312.3813016,23631,0.906000018119812
1774139395.4479747,23842,0.9039999842643738
1774139478.6355095,24053,0.9020000100135803
1774139562.1105165,24264,0.8999999761581421
1774139645.1947758,24475,0.8999999761581421
1774139728.501353,24686,0.9020000100135803
1774139811.5475023,24897,0.9120000004768372
1774139895.4251814,25108,0.9039999842643738
1774139978.6176877,25319,0.8999999761581421
1774140061.6699035,25530,0.8999999761581421
1774140144.8131511,25741,0.9079999923706055
1774140228.3239503,25952,0.906000018119812
1774140311.4901636,26163,0.906000018119812
1774140394.6156735,26374,0.9079999923706055
1774140477.5859385,26585,0.9020000100135803
1774140560.556539,26796,0.9100000262260437
1774140643.9885423,27007,0.906000018119812
